complaint_id,timestamp,fraud_type,amount_lost,mule_account_id
CMP_00977,2026-07-08 08:21:15,Credit Card Fraud,25000,MULE_ACC_4818
CMP_00978,2026-08-05 20:13:15,Part-time Job Scam,50000,MULE_ACC_7731
CMP_00979,2026-07-30 11:50:15,Investment Scam,15000,MULE_ACC_7373
CMP_00980,2026-08-25 18:45:15,Loan App Extortion,100000,MULE_ACC_3601
CMP_00981,2026-08-18 17:32:15,UPI Phishing,50000,MULE_ACC_4304
CMP_00982,2026-08-24 03:36:15,Part-time Job Scam,50000,MULE_ACC_9043
CMP_00983,2026-08-14 10:25:15,Part-time Job Scam,500000,MULE_ACC_5873
CMP_00984,2026-07-19 02:00:15,Part-time Job Scam,200000,MULE_ACC_8079
CMP_00985,2026-08-08 23:28:15,Investment Scam,500000,MULE_ACC_1715
CMP_00986,2026-07-22 18:01:15,Part-time Job Scam,15000,MULE_ACC_4559
CMP_00987,2026-07-26 22:51:15,Credit Card Fraud,15000,MULE_ACC_9264
CMP_00988,2026-08-04 21:32:15,Part-time Job Scam,15000,MULE_ACC_2199
CMP_00989,2026-07-28 21:03:15,Investment Scam,50000,MULE_ACC_2878
CMP_00990,2026-08-01 22:08:15,Part-time Job Scam,200000,MULE_ACC_4969
CMP_00991,2026-07-13 20:41:15,Credit Card Fraud,15000,MULE_ACC_3903
CMP_00992,2026-07-08 17:51:15,Investment Scam,15000,MULE_ACC_5476
CMP_00993,2026-07-06 17:37:15,UPI Phishing,25000,MULE_ACC_8242
CMP_00994,2026-08-17 05:31:15,UPI Phishing,15000,MULE_ACC_1076
CMP_00995,2026-08-31 03:15:15,Part-time Job Scam,15000,MULE_ACC_1262
CMP_00996,2026-08-16 17:07:15,Investment Scam,25000,MULE_ACC_2582
CMP_00997,2026-08-25 06:23:15,Loan App Extortion,200000,MULE_ACC_4105
CMP_00998,2026-07-11 03:16:15,Credit Card Fraud,15000,MULE_ACC_6842
CMP_00999,2026-07-04 08:16:15,UPI Phishing,100000,MULE_ACC_4606
CMP_01000,2026-07-08 02:29:15,UPI Phishing,50000,MULE_ACC_9185
